肉蛋禽类,精牛柳,76.00,73.00,74.00,公斤,0.00,2025-08-02
肉蛋禽类,牛柳(里脊),76.00,73.00,74.00,公斤,0.00,2025-08-02
肉蛋禽类,肥牛,64.00,57.00,62.00,公斤,0.00,2025-08-02
肉蛋禽类,牛后腿,64.00,59.00,60.00,公斤,0.00,2025-08-02
肉蛋禽类,牛前腿,62.00,59.00,60.00,公斤,0.00,2025-08-02
肉蛋禽类,牛后腱,84.00,66.00,78.00,公斤,0.00,2025-08-02
肉蛋禽类,牛前腱,104.00,66.00,67.00,公斤,11380.00,2025-08-02
肉蛋禽类,猪肠头,38.00,35.00,36.00,公斤,0.00,2025-08-02
肉蛋禽类,猪皮,14.00,12.00,13.00,公斤,0.00,2025-08-02
肉蛋禽类,猪肺,6.00,4.00,5.00,公斤,0.00,2025-08-02
肉蛋禽类,猪肝,13.00,12.00,12.40,公斤,0.00,2025-08-02
肉蛋禽类,猪心,18.00,14.00,16.00,公斤,0.00,2025-08-02
肉蛋禽类,猪板油,14.00,12.00,13.00,公斤,0.00,2025-08-02
肉蛋禽类,猪肚,38.00,35.00,36.00,公斤,0.00,2025-08-02
肉蛋禽类,猪脑,30.00,26.00,28.00,公斤,0.00,2025-08-02
水果类,水晶梨,7.00,6.00,6.40,公斤,2000.00,2025-08-01
水果类,雪花梨,7.00,6.00,6.40,公斤,2000.00,2025-08-01
水果类,黄香蕉苹果,12.00,10.00,11.00,公斤,1000.00,2025-08-01
水果类,红富士苹果,12.00,10.00,11.00,公斤,8000.00,2025-08-01
水产类,小龙虾,100.00,50.00,66.00,公斤,5000.00,2025-08-01
水产类,泥鳅,28.00,22.00,24.00,公斤,0.00,2025-08-01
水产类,面包蟹,160.00,140.00,150.00,公斤,1000.00,2025-08-01
水产类,石斑,80.00,78.00,79.00,公斤,1500.00,2025-08-01
水产类,多宝鱼,56.00,52.00,54.00,公斤,2000.00,2025-08-01
水产类,白虾,80.00,56.00,60.00,公斤,6500.00,2025-08-01
水产类,毛蛤,19.00,17.00,18.00,公斤,1000.00,2025-08-01
水产类,花蛤,16.00,10.00,12.00,公斤,1500.00,2025-08-01
水产类,海螺,70.00,50.00,60.00,公斤,2000.00,2025-08-01
水产类,蚕蛹,124.00,120.00,122.00,公斤,800.00,2025-08-01
水产类,牛蛙,32.00,30.00,31.00,公斤,1500.00,2025-08-01
水果类,小西瓜,8.00,7.00,7.40,公斤,2000.00,2025-08-01
水果类,无籽西瓜,5.00,4.00,4.40,公斤,5000.00,2025-08-01
水果类,西瓜,4.00,2.40,3.00,公斤,20000.00,2025-08-01
水果类,黑提子,32.00,30.00,31.00,公斤,2000.00,2025-08-01
水果类,红提子,22.00,20.00,21.00,公斤,1000.00,2025-08-01
水果类,青提子,24.00,14.00,16.00,公斤,1500.00,2025-08-01
水果类,玫瑰香葡萄,32.00,30.00,31.00,公斤,800.00,2025-08-01
水果类,巨峰葡萄,20.00,18.00,19.00,公斤,1500.00,2025-08-01
水果类,苹果梨,10.00,9.00,9.40,公斤,1000.00,2025-08-01
水果类,库尔勒香梨,12.00,11.00,11.40,公斤,3000.00,2025-08-01
水果类,丰水梨,13.00,9.00,12.00,公斤,1000.00,2025-08-01
水果类,啤梨,42.00,40.00,41.00,公斤,1000.00,2025-08-01
水果类,雪梨,7.00,5.00,6.00,公斤,5000.00,2025-08-01
水果类,鸭梨,7.00,6.00,6.40,公斤,5000.00,2025-08-01
水果类,砀山梨,10.00,9.00,9.40,公斤,1000.00,2025-08-01
蔬菜类,蒜,16.00,12.00,13.00,公斤,14000.00,2025-08-03
蔬菜类,青蒜,9.00,7.00,8.00,公斤,18000.00,2025-08-03
蔬菜类,蒜黄,28.00,24.00,26.00,公斤,8000.00,2025-08-03
蔬菜类,蒜苗,10.00,7.00,8.00,公斤,16000.00,2025-08-03
蔬菜类,韭菜,7.00,5.60,6.00,公斤,22000.00,2025-08-03
蔬菜类,葱头,4.00,2.00,3.00,公斤,20000.00,2025-08-03
蔬菜类,葱,4.00,3.00,3.60,公斤,18000.00,2025-08-03
蔬菜类,油菜,6.00,5.00,5.60,公斤,20000.00,2025-08-03
蔬菜类,小白菜,9.00,7.60,8.00,公斤,23000.00,2025-08-03
蔬菜类,洋白菜,4.00,1.80,2.00,公斤,33000.00,2025-08-03
蔬菜类,大白菜,3.20,1.80,2.00,公斤,42000.00,2025-08-03
肉蛋禽类,柴鸡蛋,16.00,14.00,15.00,公斤,0.00,2025-08-03
肉蛋禽类,鹌鹑蛋,16.00,14.00,15.00,公斤,0.00,2025-08-03
肉蛋禽类,松花蛋,25.00,16.00,17.00,公斤,0.00,2025-08-03
肉蛋禽类,熟鸭蛋,18.00,16.00,17.00,公斤,0.00,2025-08-03
水果类,杏,30.00,10.00,11.00,公斤,1000.00,2025-08-01
水果类,枣,34.00,30.00,32.00,公斤,100.00,2025-08-01
水果类,红西柚,20.00,18.00,19.00,公斤,800.00,2025-08-01
水果类,西柚,20.00,18.00,19.00,公斤,1000.00,2025-08-01
水果类,水蜜桃,27.00,25.00,26.00,公斤,1000.00,2025-08-01
水果类,杨桃,36.00,34.00,35.00,公斤,1000.00,2025-08-01
水果类,油桃,10.00,8.00,9.00,公斤,1000.00,2025-08-01
水果类,大桃,12.00,8.00,10.00,公斤,1000.00,2025-08-01
水果类,猕猴桃,21.00,16.00,17.00,公斤,1500.00,2025-08-01
水果类,木瓜,14.00,12.00,13.00,公斤,1500.00,2025-08-01
水果类,伊丽莎白瓜,8.00,6.00,7.00,公斤,1500.00,2025-08-01
水果类,小凤瓜,8.00,7.00,7.40,公斤,1000.00,2025-08-01
水果类,网纹瓜,14.00,12.00,13.00,公斤,3000.00,2025-08-01
水果类,哈蜜瓜,8.00,6.00,7.00,公斤,3000.00,2025-08-01
水果类,白兰瓜,8.00,6.00,7.00,公斤,1000.00,2025-08-01
蔬菜类,茭白,18.00,16.00,17.00,公斤,1000.00,2025-08-03
蔬菜类,藕,12.00,8.00,10.00,公斤,8000.00,2025-08-03
蔬菜类,小辣椒,6.00,5.00,5.60,公斤,18000.00,2025-08-03
蔬菜类,柿子椒,6.00,5.00,5.60,公斤,22000.00,2025-08-03
蔬菜类,番茄,8.00,5.00,6.00,公斤,23000.00,2025-08-03
蔬菜类,茄子,4.00,2.80,3.60,公斤,22000.00,2025-08-03
蔬菜类,木耳菜,8.00,7.00,7.60,公斤,8000.00,2025-08-03
蔬菜类,空心菜,10.00,9.00,9.60,公斤,10000.00,2025-08-03
蔬菜类,茼蒿,22.00,20.00,21.00,公斤,9000.00,2025-08-03
蔬菜类,结球生菜,6.00,4.40,5.00,公斤,17000.00,2025-08-03
蔬菜类,苋菜,13.00,11.00,12.00,公斤,5000.00,2025-08-03
蔬菜类,香菜,10.00,9.00,9.60,公斤,15000.00,2025-08-03
蔬菜类,茴香,9.00,8.00,8.60,公斤,22000.00,2025-08-03
蔬菜类,莴笋,4.00,2.80,3.60,公斤,23000.00,2025-08-03
蔬菜类,菠菜,10.00,9.00,9.60,公斤,20000.00,2025-08-03
蔬菜类,黄豆芽,3.00,2.20,2.40,公斤,4000.00,2025-08-02
蔬菜类,绿豆芽,3.00,2.20,2.40,公斤,7000.00,2025-08-02
蔬菜类,黄色大椒,13.00,11.00,12.00,公斤,4000.00,2025-08-02
蔬菜类,樱桃番茄,9.00,7.00,8.00,公斤,4000.00,2025-08-02
蔬菜类,散叶生菜,8.00,6.60,7.00,公斤,15000.00,2025-08-02
蔬菜类,西芹,7.00,5.00,6.00,公斤,15000.00,2025-08-02
蔬菜类,樱桃萝卜,9.00,7.00,8.00,公斤,6000.00,2025-08-02
蔬菜类,花菇,30.00,27.00,28.00,公斤,1500.00,2025-08-02
蔬菜类,百灵菇,37.00,35.00,36.00,公斤,1000.00,2025-08-02
蔬菜类,猴头菇,30.00,28.00,29.00,公斤,800.00,2025-08-02
蔬菜类,双孢菇,17.00,16.00,16.40,公斤,1000.00,2025-08-02
蔬菜类,草菇,32.00,30.00,31.00,公斤,1000.00,2025-08-02
蔬菜类,鸡腿菇,30.00,28.00,29.00,公斤,1500.00,2025-08-02
蔬菜类,金针菇,8.00,6.00,7.00,公斤,4000.00,2025-08-02
蔬菜类,鲜香菇,12.00,8.00,10.00,公斤,10000.00,2025-08-02
肉蛋禽类,牛舌,46.00,43.00,45.00,公斤,0.00,2025-08-03
肉蛋禽类,牛心,15.00,13.00,14.00,公斤,0.00,2025-08-03
肉蛋禽类,牛百叶,63.00,61.00,62.00,公斤,0.00,2025-08-03
肉蛋禽类,牛肚,31.00,29.00,30.00,公斤,0.00,2025-08-03
肉蛋禽类,牛腰,68.00,65.00,66.00,公斤,0.00,2025-08-03
肉蛋禽类,牛林,62.00,60.00,61.00,公斤,0.00,2025-08-03
肉蛋禽类,牛楠,62.00,60.00,61.00,公斤,0.00,2025-08-03
肉蛋禽类,精牛柳,76.00,73.00,74.00,公斤,0.00,2025-08-03
肉蛋禽类,牛柳(里脊),76.00,73.00,74.00,公斤,0.00,2025-08-03
肉蛋禽类,肥牛,64.00,57.00,62.00,公斤,0.00,2025-08-03
肉蛋禽类,牛后腿,64.00,59.00,60.00,公斤,0.00,2025-08-03
肉蛋禽类,牛前腿,62.00,59.00,60.00,公斤,0.00,2025-08-03
肉蛋禽类,牛后腱,84.00,66.00,78.00,公斤,0.00,2025-08-03
肉蛋禽类,牛前腱,104.00,66.00,67.00,公斤,10830.00,2025-08-03
肉蛋禽类,猪肠头,38.00,35.00,36.00,公斤,0.00,2025-08-03
水果类,枣,34.00,30.00,32.00,公斤,100.00,2025-08-03
水果类,红西柚,20.00,18.00,19.00,公斤,800.00,2025-08-03
水果类,西柚,20.00,18.00,19.00,公斤,1000.00,2025-08-03
水果类,水蜜桃,27.00,25.00,26.00,公斤,1000.00,2025-08-03
水果类,杨桃,36.00,34.00,35.00,公斤,1000.00,2025-08-03
水果类,油桃,10.00,8.00,9.00,公斤,1000.00,2025-08-03
水果类,大桃,12.00,8.00,10.00,公斤,1000.00,2025-08-03
水果类,猕猴桃,21.00,16.00,17.00,公斤,1500.00,2025-08-03
水果类,木瓜,14.00,12.00,13.00,公斤,1500.00,2025-08-03
水果类,伊丽莎白瓜,8.00,6.00,7.00,公斤,1500.00,2025-08-03
水果类,小凤瓜,8.00,7.00,7.40,公斤,1000.00,2025-08-03
水果类,网纹瓜,14.00,12.00,13.00,公斤,3000.00,2025-08-03
水果类,哈蜜瓜,8.00,6.00,7.00,公斤,3000.00,2025-08-03
水果类,白兰瓜,8.00,6.00,7.00,公斤,1000.00,2025-08-03
水果类,小西瓜,8.00,7.00,7.40,公斤,2000.00,2025-08-03
水产类,国产带鱼>300g,80.00,40.00,70.00,公斤,3000.00,2025-08-03
水产类,八爪鱼,220.00,154.00,156.00,公斤,1500.00,2025-08-03
水产类,淡水鲈鱼,58.00,54.00,56.00,公斤,4000.00,2025-08-03
水产类,桂鱼,76.00,74.00,75.00,公斤,1000.00,2025-08-03
水产类,黄鳝<300g,80.00,50.00,60.00,公斤,500.00,2025-08-03
水产类,鲶鱼,22.00,12.00,14.00,公斤,500.00,2025-08-03
水产类,白鲢,12.00,11.00,11.40,公斤,5000.00,2025-08-03
水产类,黑鱼,28.00,26.00,27.00,公斤,5000.00,2025-08-03
水产类,武昌鱼>700g,26.00,25.00,25.40,公斤,5000.00,2025-08-03
水产类,胖头鱼>900g,24.00,22.00,23.00,公斤,13000.00,2025-08-03
水产类,鲫鱼>200g,30.00,27.00,28.00,公斤,4000.00,2025-08-03
水产类,草鱼>1000g,22.00,20.00,21.00,公斤,8500.00,2025-08-03
水产类,鲤鱼>750g,22.00,20.00,21.00,公斤,8000.00,2025-08-03
蔬菜类,红薯,8.00,6.60,7.00,公斤,7000.00,2025-08-03
蔬菜类,散菜花,6.00,5.00,5.40,公斤,24000.00,2025-08-03
粮油类,紫香米,10.00,8.00,9.00,公斤,800.00,2025-08-03
粮油类,玉米渣,5.00,4.00,4.60,公斤,2000.00,2025-08-03
粮油类,玉米面,6.00,4.40,5.00,公斤,2300.00,2025-08-03
粮油类,小米面,10.00,9.00,9.60,公斤,1700.00,2025-08-03
粮油类,香油,50.00,40.00,44.00,公斤,2500.00,2025-08-03
粮油类,五得利富强粉,5.00,3.20,4.00,公斤,10000.00,2025-08-03
粮油类,秋然方正富硒大米,8.00,6.20,7.00,公斤,5200.00,2025-08-03
粮油类,青豆,15.00,13.00,14.00,公斤,300.00,2025-08-03
粮油类,绿豆,13.00,12.00,12.40,公斤,4500.00,2025-08-03
粮油类,鲁花桶装花生油,30.00,28.00,29.00,公斤,5000.00,2025-08-03
粮油类,金龙鱼调和油,14.00,12.00,13.00,公斤,3800.00,2025-08-03
粮油类,江米面,8.00,6.60,7.00,公斤,1000.00,2025-08-03
粮油类,汇福大豆油,10.00,9.00,9.60,公斤,3700.00,2025-08-03
粮油类,黄豆,8.00,6.40,7.00,公斤,3600.00,2025-08-03
粮油类,花生米,14.00,12.00,13.00,公斤,10000.00,2025-08-03
蔬菜类,娃娃菜,8.00,6.00,7.00,公斤,3500.00,2025-08-03
蔬菜类,蒿子杆,16.00,14.00,15.00,公斤,15000.00,2025-08-03
蔬菜类,绿秋葵,18.00,14.00,16.00,公斤,4000.00,2025-08-03
蔬菜类,豆王,9.00,7.60,8.00,公斤,8000.00,2025-08-03
蔬菜类,鲜食玉米,6.00,4.00,5.00,公斤,4000.00,2025-08-03
蔬菜类,秀珍菇,12.00,11.00,11.60,公斤,4000.00,2025-08-03
蔬菜类,滑子菇,16.00,14.00,15.00,公斤,2000.00,2025-08-03
蔬菜类,海鲜菇,9.00,8.00,8.40,公斤,5000.00,2025-08-03
蔬菜类,白玉菇,9.00,8.00,8.40,公斤,4500.00,2025-08-03
蔬菜类,猪肚菇,36.00,35.00,35.40,公斤,4000.00,2025-08-03
蔬菜类,杏鲍菇,8.00,6.00,7.00,公斤,4000.00,2025-08-03
蔬菜类,蟹味菇,12.00,10.00,11.00,公斤,4000.00,2025-08-03
蔬菜类,茶树菇,15.00,13.00,14.00,公斤,5000.00,2025-08-03
蔬菜类,香芹,10.00,8.00,9.00,公斤,15000.00,2025-08-03
蔬菜类,菜心,7.00,5.00,6.00,公斤,15000.00,2025-08-03
水产类,多宝鱼,56.00,52.00,54.00,公斤,2000.00,2025-08-02
水产类,白虾,80.00,56.00,60.00,公斤,6500.00,2025-08-02
水产类,毛蛤,19.00,17.00,18.00,公斤,1000.00,2025-08-02
水产类,花蛤,16.00,10.00,12.00,公斤,1500.00,2025-08-02
水产类,海螺,70.00,50.00,60.00,公斤,2000.00,2025-08-02
水产类,蚕蛹,124.00,120.00,122.00,公斤,800.00,2025-08-02
水产类,牛蛙,32.00,30.00,31.00,公斤,1500.00,2025-08-02
水产类,养殖甲鱼,90.00,50.00,60.00,公斤,1500.00,2025-08-02
水产类,海肠子,82.00,78.00,80.00,公斤,800.00,2025-08-02
水产类,海蛎子,48.00,46.00,47.00,公斤,800.00,2025-08-02
水产类,毛蚶,19.00,17.00,18.00,公斤,1000.00,2025-08-02
水产类,赤贝,64.00,54.00,56.00,公斤,1000.00,2025-08-02
水产类,青蛤,37.00,32.00,36.00,公斤,800.00,2025-08-02
水产类,白蛤,30.00,22.00,26.00,公斤,2000.00,2025-08-02
水产类,文蛤,26.00,24.00,25.00,公斤,1600.00,2025-08-02
蔬菜类,芹菜,4.00,3.00,3.60,公斤,24000.00,2025-08-03
蔬菜类,白萝卜,4.00,2.00,3.00,公斤,15000.00,2025-08-03
蔬菜类,卞萝卜,5.00,3.60,4.00,公斤,5000.00,2025-08-03
蔬菜类,心里美,6.00,4.40,5.00,公斤,5000.00,2025-08-03
蔬菜类,胡萝卜,5.00,3.60,4.00,公斤,15000.00,2025-08-03
蔬菜类,平菇,12.00,8.00,9.00,公斤,10000.00,2025-08-03
蔬菜类,绿菜花,6.00,4.00,5.00,公斤,20000.00,2025-08-03
蔬菜类,西葫芦,5.00,3.60,4.00,公斤,22000.00,2025-08-03
蔬菜类,丝瓜,7.00,5.60,6.00,公斤,9000.00,2025-08-03
蔬菜类,苦瓜,7.00,5.40,6.00,公斤,7000.00,2025-08-03
蔬菜类,冬瓜,3.00,2.00,2.20,公斤,18000.00,2025-08-03
蔬菜类,刺黄瓜,7.00,6.00,6.60,公斤,23000.00,2025-08-03
蔬菜类,毛豆,13.00,10.00,11.00,公斤,8000.00,2025-08-03
蔬菜类,扁豆,8.00,7.00,7.60,公斤,10000.00,2025-08-03
蔬菜类,云架豆,8.00,6.60,7.00,公斤,18000.00,2025-08-03
水果类,无籽西瓜,5.00,4.00,4.40,公斤,5000.00,2025-08-03
水果类,西瓜,4.00,2.40,3.00,公斤,20000.00,2025-08-03
水果类,黑提子,32.00,30.00,31.00,公斤,2000.00,2025-08-03
水果类,红提子,22.00,20.00,21.00,公斤,1000.00,2025-08-03
水果类,青提子,24.00,14.00,16.00,公斤,1500.00,2025-08-03
水果类,玫瑰香葡萄,32.00,30.00,31.00,公斤,800.00,2025-08-03
水果类,巨峰葡萄,20.00,18.00,19.00,公斤,1500.00,2025-08-03
水果类,苹果梨,10.00,9.00,9.40,公斤,1000.00,2025-08-03
水果类,库尔勒香梨,12.00,11.00,11.40,公斤,3000.00,2025-08-03
水果类,丰水梨,13.00,9.00,12.00,公斤,1000.00,2025-08-03
水果类,啤梨,42.00,40.00,41.00,公斤,1000.00,2025-08-03
水果类,雪梨,7.00,5.00,6.00,公斤,5000.00,2025-08-03
水果类,鸭梨,7.00,6.00,6.40,公斤,5000.00,2025-08-03
水果类,砀山梨,10.00,9.00,9.40,公斤,1000.00,2025-08-03
水果类,水晶梨,7.00,6.00,6.40,公斤,2000.00,2025-08-03
肉蛋禽类,猪皮,14.00,12.00,13.00,公斤,0.00,2025-08-03
肉蛋禽类,猪肺,6.00,4.00,5.00,公斤,0.00,2025-08-03
肉蛋禽类,猪肝,13.00,12.00,12.40,公斤,0.00,2025-08-03
肉蛋禽类,猪心,18.00,14.00,16.00,公斤,0.00,2025-08-03
肉蛋禽类,猪板油,14.00,12.00,13.00,公斤,0.00,2025-08-03
肉蛋禽类,猪肚,38.00,35.00,36.00,公斤,0.00,2025-08-03
肉蛋禽类,猪脑,30.00,26.00,28.00,公斤,0.00,2025-08-03
肉蛋禽类,猪耳,48.00,43.00,45.00,公斤,0.00,2025-08-03
肉蛋禽类,猪口条,30.00,28.00,29.00,公斤,0.00,2025-08-03
肉蛋禽类,猪头,20.00,18.00,19.00,公斤,0.00,2025-08-03
肉蛋禽类,捧骨,18.00,16.00,17.00,公斤,0.00,2025-08-03
肉蛋禽类,腔排骨,30.00,27.00,28.00,公斤,0.00,2025-08-03
肉蛋禽类,纯腔骨,16.00,13.00,14.00,公斤,0.00,2025-08-03
肉蛋禽类,纯排骨,42.00,40.00,41.00,公斤,0.00,2025-08-03
肉蛋禽类,猪蹄,36.00,34.00,35.00,公斤,0.00,2025-08-03
肉蛋禽类,整羊,48.00,46.00,47.00,公斤,8450.00,2025-08-02
肉蛋禽类,牛上脑,66.00,64.00,65.00,公斤,0.00,2025-08-02
肉蛋禽类,牛黄喉,74.00,71.00,72.00,公斤,0.00,2025-08-02
肉蛋禽类,牛鞭,120.00,102.00,110.00,公斤,0.00,2025-08-02
肉蛋禽类,牛蹄筋,56.00,52.00,54.00,公斤,0.00,2025-08-02
肉蛋禽类,牛板筋,62.00,60.00,61.00,公斤,0.00,2025-08-02
肉蛋禽类,牛排,64.00,60.00,62.00,公斤,0.00,2025-08-02
肉蛋禽类,牛肝,14.00,11.00,12.00,公斤,0.00,2025-08-02
肉蛋禽类,牛舌,46.00,43.00,45.00,公斤,0.00,2025-08-02
肉蛋禽类,牛心,15.00,13.00,14.00,公斤,0.00,2025-08-02
肉蛋禽类,牛百叶,63.00,61.00,62.00,公斤,0.00,2025-08-02
肉蛋禽类,牛肚,31.00,29.00,30.00,公斤,0.00,2025-08-02
肉蛋禽类,牛腰,68.00,65.00,66.00,公斤,0.00,2025-08-02
肉蛋禽类,牛林,62.00,60.00,61.00,公斤,0.00,2025-08-02
肉蛋禽类,牛楠,62.00,60.00,61.00,公斤,0.00,2025-08-02
水果类,猕猴桃,21.00,16.00,17.00,公斤,1500.00,2025-08-02
水果类,木瓜,14.00,12.00,13.00,公斤,1500.00,2025-08-02
水果类,伊丽莎白瓜,8.00,6.00,7.00,公斤,1500.00,2025-08-02
水果类,小凤瓜,8.00,7.00,7.40,公斤,1000.00,2025-08-02
水果类,网纹瓜,14.00,12.00,13.00,公斤,3000.00,2025-08-02
水果类,哈蜜瓜,8.00,6.00,7.00,公斤,3000.00,2025-08-02
水果类,白兰瓜,8.00,6.00,7.00,公斤,1000.00,2025-08-02
水果类,小西瓜,8.00,7.00,7.40,公斤,2000.00,2025-08-02
水果类,无籽西瓜,5.00,4.00,4.40,公斤,5000.00,2025-08-02
水果类,西瓜,4.00,2.40,3.00,公斤,20000.00,2025-08-02
水果类,黑提子,32.00,30.00,31.00,公斤,2000.00,2025-08-02
水果类,红提子,22.00,20.00,21.00,公斤,1000.00,2025-08-02
水果类,青提子,24.00,14.00,16.00,公斤,1500.00,2025-08-02
水果类,玫瑰香葡萄,32.00,30.00,31.00,公斤,800.00,2025-08-02
水果类,巨峰葡萄,20.00,18.00,19.00,公斤,1500.00,2025-08-02
肉蛋禽类,猪尾巴,104.00,56.00,57.00,公斤,0.00,2025-08-03
肉蛋禽类,后肘,17.00,15.00,16.00,公斤,0.00,2025-08-03
肉蛋禽类,前肘,21.00,19.00,20.00,公斤,0.00,2025-08-03
肉蛋禽类,通脊,25.00,23.00,24.00,公斤,0.00,2025-08-03
肉蛋禽类,纯通脊,27.00,24.00,25.00,公斤,0.00,2025-08-03
肉蛋禽类,五花肉（肥）,24.00,23.00,24.00,公斤,0.00,2025-08-03
肉蛋禽类,五花肉(瘦),30.00,24.00,25.00,公斤,0.00,2025-08-03
肉蛋禽类,后臀尖（肥）,21.00,18.00,19.00,公斤,0.00,2025-08-03
肉蛋禽类,后臀尖(瘦),21.00,19.00,20.00,公斤,0.00,2025-08-03
肉蛋禽类,前臀尖(肥),20.00,18.00,19.00,公斤,0.00,2025-08-03
肉蛋禽类,前臀尖(瘦),21.00,19.00,20.00,公斤,0.00,2025-08-03
肉蛋禽类,白条猪(瘦),21.00,19.00,20.00,公斤,66130.00,2025-08-03
粮油类,薏米,15.00,14.00,14.40,公斤,1000.00,2025-08-03
粮油类,荞麦面,9.00,8.00,8.40,公斤,500.00,2025-08-03
粮油类,荞麦,9.00,8.00,8.40,公斤,600.00,2025-08-03
肉蛋禽类,猪耳,48.00,43.00,45.00,公斤,0.00,2025-08-02
肉蛋禽类,猪口条,30.00,28.00,29.00,公斤,0.00,2025-08-02
肉蛋禽类,猪头,20.00,18.00,19.00,公斤,0.00,2025-08-02
肉蛋禽类,捧骨,18.00,16.00,17.00,公斤,0.00,2025-08-02
肉蛋禽类,腔排骨,30.00,27.00,28.00,公斤,0.00,2025-08-02
肉蛋禽类,纯腔骨,16.00,13.00,14.00,公斤,0.00,2025-08-02
肉蛋禽类,纯排骨,42.00,40.00,41.00,公斤,0.00,2025-08-02
肉蛋禽类,猪蹄,36.00,34.00,35.00,公斤,0.00,2025-08-02
肉蛋禽类,猪尾巴,104.00,56.00,57.00,公斤,0.00,2025-08-02
肉蛋禽类,后肘,17.00,15.00,16.00,公斤,0.00,2025-08-02
肉蛋禽类,前肘,21.00,19.00,20.00,公斤,0.00,2025-08-02
肉蛋禽类,通脊,25.00,23.00,24.00,公斤,0.00,2025-08-02
肉蛋禽类,纯通脊,27.00,24.00,25.00,公斤,0.00,2025-08-02
肉蛋禽类,五花肉（肥）,24.00,23.00,24.00,公斤,0.00,2025-08-02
肉蛋禽类,五花肉(瘦),30.00,24.00,25.00,公斤,0.00,2025-08-02
水产类,红扇贝,22.00,20.00,21.00,公斤,800.00,2025-08-03
水产类,小扇贝,84.00,80.00,82.00,公斤,2000.00,2025-08-03
水产类,大扇贝,116.00,110.00,112.00,公斤,2000.00,2025-08-03
水产类,象拔蚌,460.00,200.00,360.00,公斤,500.00,2025-08-03
水产类,鲍鱼10-18头,260.00,120.00,190.00,公斤,500.00,2025-08-03
水产类,基围虾45-60头,200.00,170.00,190.00,公斤,2000.00,2025-08-03
水产类,澳洲龙虾>750g,720.00,670.00,680.00,公斤,1000.00,2025-08-03
水产类,琵琶虾,200.00,160.00,170.00,公斤,5000.00,2025-08-03
水产类,梭子蟹,320.00,220.00,260.00,公斤,2000.00,2025-08-03
水产类,皇帝蟹,550.00,520.00,530.00,公斤,1000.00,2025-08-03
水产类,珍宝蟹,300.00,260.00,265.00,公斤,500.00,2025-08-03
水产类,青羔蟹,230.00,200.00,220.00,公斤,1000.00,2025-08-03
水产类,国产平鱼>200g,90.00,40.00,70.00,公斤,1800.00,2025-08-03
水产类,国产黄鱼<150g,70.00,58.00,62.00,公斤,1800.00,2025-08-03
水产类,国产黄鱼>150g,70.00,50.00,56.00,公斤,1800.00,2025-08-03
